Artist,Listeners,Daily Trend,Peak,PkListeners
Beach Bunny,"7,558,096","281,056",951,"9,416,022"
American Authors,"7,547,037","331,320",1078,"8,662,056"
Mc Kadu,"7,544,761","125,519",840,"10,730,651"
Gurinder Gill,"7,543,452","306,458",692,"11,301,680"
Doug Hits,"7,533,981","232,904",1395,"7,642,842"
Jay R,"7,525,774","131,379",1376,"7,525,774"
4 Non Blondes,"7,523,191","362,193",1135,"8,354,562"
Gazo,"7,519,562","172,434",982,"9,106,967"
Kenny Dope,"7,515,124","327,448",1290,"8,039,146"
Missy Elliott,"7,514,132","315,538",622,"11,145,049"
2KE,"7,499,957","327,693",1450,"7,499,957"
Dennis Lloyd,"7,492,788","283,230",1216,"7,613,609"
Bruno & Marrone,"7,491,667","265,298",1269,"8,184,817"
Grey,"7,476,462","372,262",913,"8,679,493"
Marc Seguí,"7,475,759","204,332",1213,"8,089,217"
Tz da Coronel,"7,471,868","112,390",1026,"9,245,497"
Bronski Beat,"7,470,900","258,547",1277,"8,086,099"
Paul Simon,"7,460,720","285,118",932,"9,120,134"
Carlos Rivera,"7,450,321","274,853",847,"9,143,637"
Charlie Brown Jr.,"7,444,568","254,976",1428,"7,463,241"
Hippie Sabotage,"7,444,402","337,609",1217,"7,485,526"
Prezioso,"7,444,266","242,061",1189,"8,128,818"
GROUPLOVE,"7,439,835","246,880",1096,"9,113,568"
Nico & Vinz,"7,429,335","481,342",1422,"7,429,335"
The Who,"7,428,035","312,925",937,"9,119,495"
Manuel Medrano,"7,422,609","173,296",1044,"9,035,565"
Sfera Ebbasta,"7,417,741","94,478",703,"11,111,971"
Maki,"7,415,745","104,316",1387,"7,415,745"
Nat King Cole,"7,415,532","435,773",69,"43,461,147"
Kid Rock,"7,415,209","414,212",1249,"8,198,155"
Mecano,"7,414,610","403,055",1371,"7,754,098"
Duke Dumont,"7,399,987","331,203",1043,"8,520,831"
Sujatha,"7,393,029","256,733",1266,"7,420,655"
Javed-Mohsin,"7,387,958","270,629",782,"10,392,053"
Humbe,"7,376,058","201,612",1139,"8,506,743"
42 Dugg,"7,373,899","178,956",816,"9,279,623"
Marisela,"7,372,490","305,476",1461,"7,372,490"
Air Supply,"7,366,789","300,883",1397,"7,538,740"
Hugh Jackman,"7,359,317","274,833",1464,"7,359,317"
Wesley Safadão,"7,352,630","324,292",630,"11,215,568"
Pol Granch,"7,351,884","196,792",1266,"8,016,252"
MAX,"7,336,456","271,111",750,"11,143,093"
Guaynaa,"7,334,305","293,044",923,"8,534,285"
Shakthisree Gopalan,"7,331,749","228,359",1206,"7,684,226"
Yot Club,"7,330,937","264,046",1106,"8,234,421"
Marilyn Manson,"7,322,341","270,220",1277,"7,349,476"
Akhil Sachdeva,"7,321,723","266,130",1176,"8,358,896"
Cristian Castro,"7,315,730","274,176",1067,"7,618,724"
Jon Z,"7,313,671","215,273",1046,"8,483,840"
All Time Low,"7,303,069","269,125",1081,"7,848,742"
Pedro Lotto,"7,297,240","178,379",1134,"8,332,406"
The Magician,"7,290,943","340,352",1491,"7,290,943"
Ali Gatie,"7,278,599","371,504",756,"9,794,001"
Bob Seger,"7,276,548","280,866",1155,"8,248,775"
BYOR,"7,275,139","275,742",740,"9,642,087"
DJ Glenner,"7,271,995","66,932",1247,"8,253,750"
Miggy Dela Rosa,"7,266,199","277,258",581,"11,442,944"
Rich The Kid,"7,256,443","174,909",130,"32,410,422"
Victony,"7,254,074","225,116",1486,"7,254,074"
Meet Bros.,"7,230,358","304,159",1115,"7,991,511"
The Monkees,"7,226,493","508,144",1500,"7,226,493"
Kenshi Yonezu,"7,218,920","236,292",1024,"7,785,393"
Leona Lewis,"7,213,772","254,232",295,"21,982,580"
Gilberto Santa Rosa,"7,211,570","311,935",1287,"7,246,052"
Nakash Aziz,"7,211,288","307,964",1206,"8,084,455"
Pineapple StormTv,"7,211,143","177,027",1118,"8,011,329"
xxanteria,"7,197,487","242,974",1222,"8,223,239"
Mc Rodrigo do CN,"7,196,984","179,048",1472,"7,278,405"
Ricchi E Poveri,"7,196,438","285,661",1199,"8,252,737"
Teto,"7,192,771","148,482",981,"7,893,583"
Perera DJ,"7,192,589","221,187",1300,"7,623,352"
88rising,"7,187,839","228,300",1034,"7,606,297"
FINNEAS,"7,186,172","371,613",870,"10,100,818"
THE BOX,"7,185,972","202,904",1472,"7,305,421"
Doechii,"7,184,099","252,105",334,"18,255,625"
MC LUUKY,"7,180,282","139,814",1470,"7,180,282"
Far East Movement,"7,167,500","306,213",1274,"7,580,730"
London Symphony Orchestra,"7,167,141","314,656",842,"10,515,220"
George Henrique & Rodrigo,"7,166,005","243,932",1024,"9,297,307"
Dadju,"7,165,410","208,574",1375,"7,369,953"
Iggy Azalea,"7,162,757","292,671",1020,"8,429,721"
Stealers Wheel,"7,160,634","362,447",1275,"8,007,464"
Surfaces,"7,157,961","289,907",1043,"8,336,270"
Rick Astley,"7,157,329","337,100",1260,"7,697,133"
Koe Wetzel,"7,155,749","114,895",1236,"8,269,844"
Hiphop Tamizha,"7,150,519","230,700",1237,"7,521,206"
Caralisa Monteiro,"7,148,428","334,004",695,"10,073,438"
MC Paulin da Capital,"7,146,260","214,387",1150,"8,762,806"
Rob49,"7,146,180","203,789",1122,"8,014,400"
KISS OF LIFE,"7,142,914","145,601",1463,"7,195,976"
Kaash Paige,"7,138,774","165,704",1471,"7,224,935"
INTERWORLD,"7,138,278","275,783",711,"10,809,092"
Bellakath,"7,138,026","403,813",574,"13,805,188"
Lou Garcia,"7,134,851","240,408",1500,"7,134,851"
reidenshi,"7,133,043","312,872",1416,"7,133,043"
Culture Club,"7,132,125","372,397",1331,"7,382,832"
Gryffin,"7,131,029","245,407",654,"10,446,335"
Sofi Tukker,"7,130,506","265,462",972,"8,283,427"
Diana Ross,"7,125,630","346,620",957,"8,331,381"
Pet Shop Boys,"7,112,305","279,293",1304,"7,791,541"
Vika Jigulina,"7,101,276","318,650",1540,"7,101,276"
Alemán,"7,098,616","181,471",918,"8,226,286"
Irene Cara,"7,090,720","446,685",1200,"7,983,150"
BINI,"7,085,810","27,391",1402,"7,546,066"
Lilly Wood and The Prick,"7,083,419","317,405",1411,"7,083,419"
Trey Songz,"7,076,309","293,103",1091,"8,285,685"
Gente De Zona,"7,071,404","329,215",1162,"7,669,082"
DJ LG PROD,"7,070,463","183,421",1215,"8,403,364"
Kevin Kaarl,"7,064,213","212,740",1052,"8,492,990"
Five Finger Death Punch,"7,063,307","191,679",1192,"7,365,100"
Bacilos,"7,060,101","321,543",750,"10,937,343"
Tribbs,"7,052,075","210,414",1021,"9,550,305"
Eve,"7,046,328","298,355",1351,"7,482,280"
Akhil,"7,044,137","335,399",1079,"8,166,073"
Mohammad Faiz,"7,043,096","249,703",921,"10,216,520"
Dulquer Salmaan,"7,042,263","271,630",387,"17,088,524"
Love Funk,"7,039,224","213,122",1151,"8,758,482"
Mc Mininin,"7,036,536","207,879",1183,"8,531,107"
Sandro Cavazza,"7,031,424","305,347",960,"8,984,668"
Frankie Valli & The Four Seasons,"7,025,120","321,475",1112,"8,057,325"
Intocable,"7,025,059","290,921",1182,"7,038,331"
The Academy: Segunda Misión,"7,024,607","141,676",1235,"8,284,053"
Ja Rule,"7,023,793","280,311",1266,"7,557,882"
Parson James,"7,022,157","306,609",1563,"7,022,157"
Mc Jacaré,"7,021,628","245,368",1189,"7,852,064"
Sheryl Crow,"7,014,534","291,943",1054,"8,496,874"
Standly,"7,008,844","212,447",438,"13,833,044"
KEVIN ROLDAN,"7,005,985","234,631",1028,"8,619,855"
Anand Raj Anand,"7,000,916","289,242",1312,"7,360,802"
Mc Brinquedo,"6,989,180","204,982",1521,"7,089,409"
Dent May,"6,985,613","274,155",1350,"7,636,269"
Johann Sebastian Bach,"6,983,568","328,778",937,"9,815,773"
Mc Poze do Rodo,"6,983,056","184,911",1169,"8,583,708"
Blackstreet,"6,982,467","335,285",1504,"7,062,490"
Ella Mai,"6,981,899","259,106",917,"8,167,244"
Canserbero,"6,981,242","220,903",1412,"7,125,255"
Jasmine Sandlas,"6,976,814","327,949",1457,"7,299,588"
Aitch,"6,971,004","179,784",773,"9,426,643"
Gala,"6,970,897","345,018",1420,"7,210,635"
Sonny Fodera,"6,964,905","274,994",1461,"6,996,600"
Gigamesh,"6,959,673","246,106",1478,"7,054,354"
Yasser Desai,"6,956,848","237,534",827,"8,738,809"
The La Planta,"6,951,603","226,693",1543,"6,951,603"
Juss,"6,949,233","229,511",1539,"6,964,630"
The Red Clay Strays,"6,949,038","147,052",1526,"7,008,613"
Paulina Rubio,"6,947,601","313,468",1085,"7,335,283"
Europe,"6,943,962","324,230",1240,"7,290,917"
Eros Ramazzotti,"6,942,143","306,010",977,"8,893,059"
Villano Antillano,"6,937,591","115,505",682,"12,701,778"
Afgan,"6,934,320","282,968",1312,"7,307,832"
Madhubanti Bagchi,"6,927,052","628,558",1590,"6,927,052"
Café Tacvba,"6,922,077","281,171",1316,"7,376,080"
Eddie Santiago,"6,920,501","256,456",1526,"6,989,325"
Young the Giant,"6,917,690","292,300",1181,"8,031,927"
Gaby Music,"6,913,338","170,626",893,"10,224,708"
Raj Ranjodh,"6,908,820","244,929",1082,"9,146,047"
4batz,"6,906,419","158,552",428,"17,480,395"
John Travolta,"6,897,068","308,434",1053,"9,074,018"
Virlan Garcia,"6,896,716","237,426",1332,"7,464,163"
YG Marley,"6,896,694","205,233",302,"20,937,982"
Lady A,"6,895,904","260,677",878,"8,960,393"
Ludwig van Beethoven,"6,884,075","334,535",1120,"8,067,611"
Ash King,"6,882,512","329,520",1530,"6,882,512"
mikeeysmind,"6,881,802","266,205",1548,"6,881,802"
Supermode,"6,873,297","269,314",1426,"7,281,367"
IVE,"6,873,088","166,783",608,"11,793,543"
Fat Joe,"6,867,664","-19,649",1173,"8,405,240"
Romy,"6,864,383","305,836",1110,"7,215,349"
Mr. Probz,"6,862,028","291,392",1320,"7,029,177"
Olly Murs,"6,855,597","277,796",1298,"7,884,015"
Lenin Ramírez,"6,853,902","222,440",796,"9,012,853"
Félix,"6,852,943","109,094",1299,"8,050,098"
Cordae,"6,851,528","220,380",689,"11,325,024"
MIKA,"6,849,817","288,361",1168,"7,711,661"
Salim Merchant,"6,849,320","316,350",1614,"6,849,320"
ATB,"6,847,553","336,545",1355,"7,310,007"
Andrea Bocelli,"6,842,689","332,419",1061,"8,952,715"
Red Velvet,"6,837,684","181,103",1034,"7,780,995"
RSCL,"6,836,925","343,218",1618,"6,836,925"
Savage Garden,"6,835,339","283,673",1619,"6,835,339"
Rainbow Kitten Surprise,"6,833,503","156,623",1093,"8,812,010"
DJ JZ,"6,829,708","178,322",1333,"7,813,653"
Brad Paisley,"6,827,124","1,203,014",1622,"6,827,124"
Dani Flow,"6,824,373","238,293",477,"16,155,643"
Mc Kevin,"6,821,103","90,794",1418,"7,305,038"
Lil Mosey,"6,819,635","274,811",939,"8,289,306"
FKJ,"6,819,016","276,217",1072,"9,015,890"
Creepy Nuts,"6,818,596","131,436",999,"9,491,225"
Sonder,"6,805,555","198,656",1389,"7,186,462"
Gloria Gaynor,"6,804,620","415,497",1210,"7,660,707"
Faye Webster,"6,794,135","210,123",1309,"7,491,785"
El Padrinito Toys,"6,790,099","355,480",1283,"6,790,099"
Modjo,"6,779,838","296,872",1593,"6,779,838"
VIZE,"6,766,581","220,431",916,"9,673,119"
Semicenk,"6,765,574","35,669",1522,"6,765,574"
JP Cooper,"6,760,289","297,263",826,"8,964,796"
R. City,"6,757,775","188,774",1174,"8,642,651"
Robert Miles,"6,754,691","294,353",996,"8,703,859"
Sante Sansone,"6,753,993","256,794",1595,"6,800,039"
Inner Circle,"6,748,968","240,352",1524,"7,111,103"
Duelo,"6,748,360","198,803",1438,"7,115,752"
LAGOS,"6,747,406","126,525",1555,"6,866,199"
The Living Tombstone,"6,742,467","223,347",738,"10,920,356"
Jazzy,"6,741,606","287,122",1582,"6,741,606"
Seether,"6,738,762","230,006",1382,"7,083,209"
Jessie Reyez,"6,738,236","222,123",241,"21,763,207"
Aaliyah,"6,731,654","247,098",1248,"7,854,737"
Kavita Seth,"6,727,274","266,596",1046,"8,494,449"
Israel & Rodolffo,"6,726,810","248,067",656,"11,805,143"
Tee Grizzley,"6,726,448","271,210",1238,"7,767,754"
Matchbox Twenty,"6,720,242","294,012",1116,"7,950,666"
Baby Gang,"6,719,837","143,835",1179,"8,309,083"
Neoni,"6,716,627","220,041",1442,"7,270,728"
Apache 207,"6,701,514","165,387",1239,"7,326,619"
Omar Apollo,"6,694,162","215,298",592,"11,377,789"
Wall Hein,"6,693,021","101,684",990,"8,785,923"
Don McLean,"6,688,496","293,454",1117,"7,945,750"
Mrs. GREEN APPLE,"6,682,803","77,809",1557,"6,728,810"
wave to earth,"6,680,566","222,218",1217,"7,620,046"
Cali Y El Dandee,"6,677,040","230,265",1004,"8,378,982"
Pink Sweat$,"6,664,036","231,080",696,"10,134,814"
Hollow Coves,"6,652,269","298,636",1536,"6,652,269"
HAYLA,"6,646,757","249,399",1291,"7,931,466"
KXLLSWXTCH,"6,645,392","268,285",1131,"8,002,307"
Alex Ubago,"6,643,118","339,790",1664,"6,643,118"
Matt Maltese,"6,628,825","167,198",1189,"8,240,255"
Victor Mendivil,"6,625,395","225,662",1666,"6,625,395"
Breaking Benjamin,"6,618,195","195,718",1433,"6,776,086"
The Pointer Sisters,"6,616,426","340,411",1464,"7,307,461"
The Alchemist,"6,612,024","332,249",1120,"7,310,016"
Badger,"6,608,995","208,654",1356,"7,724,367"
Yura Yunita,"6,608,772","345,792",1377,"6,608,772"
Bryan Martin,"6,607,750","124,930",1429,"7,392,550"
Vidyasagar,"6,606,650","196,094",1546,"6,606,650"
The War And Treaty,"6,604,252","235,880",1465,"6,978,433"
Cheat Codes,"6,602,376","365,250",608,"10,975,050"
Ninho,"6,600,898","138,815",1193,"7,556,733"
Ed Maverick,"6,599,422","225,197",1492,"6,811,162"
Eric Carmen,"6,590,846","240,883",1495,"7,095,753"
The Vamps,"6,588,748","248,375",871,"8,853,137"
Huey Lewis & The News,"6,582,302","262,475",1680,"6,582,302"
The Ronettes,"6,580,605","212,655",73,"42,432,437"
Vijay Yesudas,"6,558,980","217,278",1479,"6,558,980"
Oscar Ortiz,"6,542,469","222,883",569,"13,802,790"
Lil Pump,"6,540,451","227,667",1064,"7,549,525"
Pantera,"6,538,870","269,803",1525,"6,538,870"
Damian Marley,"6,537,843","236,945",1499,"6,909,318"
Javed Akhtar,"6,537,767","299,661",1687,"6,537,767"
Yeah Yeah Yeahs,"6,537,450","255,701",1253,"7,456,054"
Gajendra Verma,"6,537,380","288,228",1043,"8,429,794"
The Righteous Brothers,"6,535,404","390,376",1460,"7,092,058"
Péricles,"6,534,617","281,634",1277,"7,730,653"
Poppy Baskcomb,"6,534,395","373,884",1692,"6,534,395"
Moby,"6,532,143","294,140",1354,"6,889,365"
The Greatest Showman Ensemble,"6,529,084","260,964",1685,"6,529,084"
Río Roma,"6,527,921","229,845",1021,"7,654,530"
Chefin,"6,525,360","141,858",975,"9,515,372"
Virgoun,"6,518,513","269,047",1193,"7,706,029"
Shinedown,"6,511,822","181,640",1511,"7,046,950"
Paloma Faith,"6,511,201","265,043",579,"11,429,573"
CamelPhat,"6,510,670","218,354",1512,"7,035,062"
Boyz II Men,"6,509,264","270,360",1579,"6,509,264"
BUNT.,"6,508,982","227,062",1661,"6,588,765"
Al Green,"6,505,586","276,798",1367,"7,405,318"
Nightcrawlers,"6,505,123","290,699",1172,"7,556,620"
The Cinematic Orchestra,"6,503,981","319,454",1458,"6,914,584"
ANNA,"6,501,754","38,587",1592,"6,638,607"
Sofia Carson,"6,501,250","144,705",1499,"6,965,782"
The Wanted,"6,490,685","259,212",1178,"7,824,686"
Frankie Ruiz,"6,488,865","274,937",1671,"6,488,865"
DIVINE,"6,486,097","262,999",1360,"7,059,161"
Benjamin Ingrosso,"6,485,908","192,260",1545,"6,917,340"
The Kinks,"6,480,248","295,609",1256,"7,654,624"
Harrdy Sandhu,"6,475,408","284,929",1034,"8,391,170"
Plain White T's,"6,473,490","281,934",1345,"7,291,118"
Priya Saraiya,"6,473,228","283,346",1637,"6,582,854"
Rick Springfield,"6,468,153","408,907",1609,"6,679,878"
Harshdeep Kaur,"6,458,473","277,350",1478,"6,720,114"
Jain,"6,458,317","276,006",381,"16,926,660"
Salve Malak,"6,458,270","227,067",1309,"7,138,958"
Beck,"6,454,356","259,286",1214,"7,510,815"
Vierra,"6,453,998","317,390",1721,"6,453,998"
The Hollies,"6,453,731","253,814",1397,"7,439,225"
BONES,"6,451,552","155,268",994,"7,968,560"
BoyWithUke,"6,450,232","166,244",743,"9,580,542"
Katrina & The Waves,"6,446,983","330,438",1249,"7,316,639"
Djonga,"6,446,068","217,263",1376,"6,913,820"
Slowboy,"6,445,288","259,016",1383,"6,864,811"
Anuradha Sriram,"6,444,834","243,805",1418,"6,829,278"
La Receta,"6,441,913","287,031",1729,"6,441,913"
Rob Zombie,"6,441,280","183,276",1558,"6,855,833"
Jake Owen,"6,439,246","300,134",1291,"7,992,859"
Monali Thakur,"6,438,232","355,320",1732,"6,438,232"
Caifanes,"6,434,254","232,939",1601,"6,434,254"
Queens of the Stone Age,"6,429,317","186,050",1037,"8,472,804"
ANOTR,"6,426,069","217,015",1577,"6,790,565"
Edward Sharpe & The Magnetic Zeros,"6,425,469","215,917",1575,"6,824,377"
Ovi,"6,424,917","166,137",1106,"7,391,087"
Gurpreet Saini,"6,422,416","180,801",1396,"7,646,627"
Third Eye Blind,"6,419,786","304,082",1739,"6,419,786"
Mabel,"6,418,789","216,736",749,"9,481,688"
Anggi Marito,"6,418,556","213,591",887,"9,510,926"
Pablo Chill-E,"6,415,051","144,564",999,"9,791,126"
Social House,"6,409,882","275,376",1176,"7,198,904"
Genesis,"6,407,581","274,056",1096,"7,961,011"
Remi Wolf,"6,404,799","251,929",1716,"6,404,799"
Aminé,"6,403,381","229,476",632,"11,894,189"
Still Woozy,"6,402,279","161,444",1406,"7,408,292"
Mxrci,"6,401,852","171,984",1501,"7,112,029"
Takeoff,"6,401,082","170,877",635,"10,587,587"
Deep Purple,"6,400,731","282,162",1331,"6,953,828"
Celia Cruz,"6,396,126","291,835",1348,"6,750,009"
Ricardo Montaner,"6,394,978","263,773",1040,"7,854,090"
REO Speedwagon,"6,390,635","211,812",1393,"7,462,185"
Mohammed Irfan,"6,389,246","246,063",1541,"6,389,246"
Jimmy Buffett,"6,386,549","292,412",1229,"7,556,191"
Alex Favela,"6,385,948","248,307",809,"10,926,428"
Cavetown,"6,385,496","265,244",1114,"7,192,919"
Los Cadetes De Linares,"6,381,859","210,845",1669,"6,458,784"
MC Marks,"6,380,589","173,703",1684,"6,412,891"
Ski Aggu,"6,379,527","122,095",1386,"7,602,699"
The Emotions,"6,377,653","267,063",1290,"7,951,849"
Alexandra Stan,"6,375,901","318,764",1465,"7,102,127"
Conrad Sewell,"6,372,133","319,933",1763,"6,372,133"
Randy,"6,366,962","237,531",1451,"7,210,706"
Tempoe,"6,365,674","228,527",1406,"7,479,721"
Sai Abhyankkar,"6,360,032","206,215",1698,"6,366,920"
Lil Jon,"6,358,090","-1,369",1172,"8,330,806"
D.O.D,"6,356,725","305,997",1362,"6,895,023"
Marcos & Belutti,"6,356,269","286,699",1573,"6,824,752"
Kotim,"6,346,941","182,920",895,"8,320,344"
Dabzee,"6,344,595","200,608",1603,"6,697,619"
Joaquin Medina,"6,344,313","215,276",847,"10,467,574"
Rod Wave,"6,333,180","171,393",826,"10,144,129"
Nagalli,"6,324,360","117,089",1179,"8,367,397"
Grupo Niche,"6,323,391","235,423",1609,"6,652,754"
That Mexican OT,"6,320,862","132,355",1505,"6,919,201"
JACKBOYS,"6,318,724","220,327",1269,"6,876,798"
Xand Avião,"6,311,637","262,394",799,"9,060,333"
Lvbel C5,"6,308,299","53,150",1609,"6,661,995"
Keala Settle,"6,304,521","256,830",1780,"6,304,521"
Liana Flores,"6,304,007","171,220",1703,"6,354,636"
"Hank Williams, Jr.","6,303,040","802,286",1782,"6,303,040"
Mohammed Rafi,"6,300,299","286,518",1754,"6,300,299"
Sohail Sen,"6,298,738","344,886",1784,"6,298,738"
Hardwell,"6,297,666","229,994",1070,"7,807,224"
Los Fabulosos Cadillacs,"6,291,067","375,340",1550,"6,291,067"
The Foundations,"6,290,641","281,056",1373,"7,655,986"
Omar Courtz,"6,289,644","281,873",1263,"7,328,285"
Anand-Milind,"6,286,209","243,097",1672,"6,426,016"
LP,"6,281,882","185,701",1429,"6,849,766"
Amenazzy,"6,279,351","153,126",1470,"7,181,964"
Gloria Estefan,"6,275,832","286,971",1163,"7,479,364"
Adrian Khalif,"6,269,303","162,687",1741,"6,269,303"
MC GH do 7,"6,268,135","187,347",932,"9,797,437"
S. Janaki,"6,267,001","209,457",1489,"6,961,111"
Deepend,"6,260,165","227,407",1760,"6,343,640"
Banda Los Recoditos,"6,255,491","200,935",1379,"6,712,405"
Shinda Kahlon,"6,253,156","274,374",770,"10,540,796"
Neto Peña,"6,245,106","166,199",1524,"6,734,799"
Cutting Crew,"6,244,772","263,810",1575,"6,708,931"
ZWE1HVNDXR,"6,238,814","191,263",1580,"6,513,034"
Tony Effe,"6,229,770","89,784",1683,"6,369,113"
Guè,"6,216,572","74,698",1601,"6,735,153"
Klaas,"6,216,402","279,533",1592,"6,425,498"
Hurts,"6,213,560","256,496",1661,"6,460,565"
Pirlo,"6,207,253","175,360",1732,"6,293,656"
Gipsy Kings,"6,198,070","295,476",1756,"6,198,070"
Wolfgang Amadeus Mozart,"6,194,246","275,460",1223,"7,308,681"
Commodores,"6,193,784","314,811",1314,"7,641,218"
Wheatus,"6,190,998","229,268",1406,"7,219,066"
Arko,"6,190,793","339,423",1243,"6,566,314"
Victor Cibrian,"6,189,047","134,235",1592,"6,736,594"
Axwell,"6,188,483","257,927",1771,"6,276,880"
Zack Tabudlo,"6,185,560","217,563",993,"8,641,464"
Dean Martin,"6,182,944","295,253",40,"56,452,749"
Crazy Mano,"6,180,475","233,005",1112,"8,116,370"
Grimes,"6,180,369","205,825",1449,"7,125,333"
PLK,"6,179,133","96,954",1706,"6,275,439"
Gregory Alan Isakov,"6,178,362","218,118",1236,"7,969,093"
Roberta Flack,"6,176,129","418,239",1820,"6,176,129"
Janieck,"6,172,603","346,853",1780,"6,177,982"
Why Don't We,"6,171,987","172,444",881,"9,309,552"
Ginuwine,"6,169,477","273,259",1343,"6,459,645"
Ray Dalton,"6,168,300","231,823",1099,"7,677,067"
Thiaguinho,"6,158,394","238,828",1284,"7,715,116"
Nadson O Ferinha,"6,156,789","265,785",1529,"6,982,128"
ian,"6,152,667","195,832",1793,"6,152,667"
Dustin Lynch,"6,150,874","221,791",1287,"7,196,018"
Flowdan,"6,140,846","325,414",1368,"6,999,173"
salem ilese,"6,140,579","321,715",1151,"6,989,188"
James Taylor,"6,138,700","313,855",1458,"6,138,700"
Ashanti,"6,138,389","259,967",1326,"7,566,417"
Sleeping At Last,"6,129,336","271,054",1144,"7,891,847"
Yovie & Nuno,"6,120,958","230,714",1834,"6,120,958"
The Calling,"6,120,944","194,116",1324,"7,767,851"
Dallass,"6,117,631","180,682",1249,"6,890,974"
Supernova Ent,"6,115,215","99,647",1046,"8,483,150"
Sido,"6,111,469","136,695",1427,"6,293,463"
Waylon Jennings,"6,100,757","206,210",1753,"6,292,646"
Borges,"6,100,506","180,299",914,"9,916,820"
Garry Sandhu,"6,099,384","299,809",1379,"6,726,659"
Nathan Dawe,"6,097,838","224,105",895,"9,508,252"
RADWIMPS,"6,096,606","175,132",1315,"6,704,898"
Corinne Bailey Rae,"6,094,355","258,130",1356,"7,519,222"
Simply Red,"6,093,943","237,546",1488,"6,979,913"
CamrinWatsin,"6,091,759","229,548",1831,"6,091,759"
Tion Wayne,"6,084,812","191,132",902,"8,886,575"
Wale,"6,079,288","216,959",1222,"7,657,188"
LATIN MAFIA,"6,075,912","147,307",1009,"9,294,955"
